transnational_regions,time,tp,realization
11,2000-12-01,140.56278481281834,0
11,2001-01-01,135.0558523423407,0
11,2001-02-01,52.94240667149961,0
11,2001-03-01,135.02364593386676,0
11,2001-04-01,52.32405558603908,0
11,2001-05-01,64.91739867653993,0
11,2001-06-01,23.22293136210556,0
11,2001-07-01,53.49731374946607,0
11,2001-08-01,29.74262061261952,0
11,2001-09-01,53.83049977556301,0
11,2001-10-01,83.13963533389816,0
11,2001-11-01,50.76343828790537,0
11,2001-12-01,35.90989358795475,0
11,2002-01-01,46.22126125516278,0
11,2002-02-01,40.495314648925486,0
11,2002-03-01,66.24016448553373,0
11,2002-04-01,68.19301743856484,0
11,2002-05-01,79.40854701453455,0
11,2002-06-01,48.55386351978377,0
11,2002-07-01,32.58775244525087,0
11,2002-08-01,54.7949809018507,0
11,2002-09-01,68.51226722992908,0
11,2002-10-01,85.84277472411975,0
11,2002-11-01,109.03366426713228,0
11,2002-12-01,104.95603303300962,0
11,2003-01-01,89.10647082854555,0
11,2003-02-01,81.04212520865951,0
11,2003-03-01,56.163379355107665,0
11,2003-04-01,71.08646769371055,0
11,2003-05-01,52.29207510134704,0
11,2003-06-01,36.42342463939216,0
11,2003-07-01,26.41854704198278,0
11,2003-08-01,33.162456822696,0
11,2003-09-01,56.16391778164678,0
11,2003-10-01,141.43951150042957,0
11,2003-11-01,94.43839437498278,0
11,2003-12-01,81.11098130074089,0
11,2004-01-01,70.78996290980432,0
11,2004-02-01,54.64981905694607,0
11,2004-03-01,75.93838439489735,0
11,2004-04-01,79.09315793036926,0
11,2004-05-01,77.09984278276585,0
11,2004-06-01,18.924093700821846,0
11,2004-07-01,24.94598903844781,0
11,2004-08-01,59.283252379849344,0
11,2004-09-01,30.24566443619777,0
11,2004-10-01,100.33011798693875,0
11,2004-11-01,28.768676314843958,0
11,2004-12-01,57.11476833174618,0
11,2005-01-01,23.761169474251687,0
11,2005-02-01,41.20871572410589,0
11,2005-03-01,42.89128386340147,0
11,2005-04-01,57.370680137333245,0
11,2005-05-01,51.530854547743125,0
11,2005-06-01,25.237459266960833,0
11,2005-07-01,21.741813605017583,0
11,2005-08-01,25.50487142205668,0
11,2005-09-01,50.349301232950374,0
11,2005-10-01,103.8600721344587,0
11,2005-11-01,74.89000880105957,0
11,2005-12-01,57.76869148969885,0
11,2006-01-01,63.6689203009836,0
11,2006-02-01,59.21380764551101,0
11,2006-03-01,91.349766760326,0
11,2006-04-01,51.4075136237621,0
11,2006-05-01,41.268023625225354,0
11,2006-06-01,39.14047997553476,0
11,2006-07-01,32.06386084407954,0
11,2006-08-01,36.39903736169492,0
11,2006-09-01,77.24718562970497,0
11,2006-10-01,118.62116657502452,0
11,2006-11-01,107.98999016147026,0
11,2006-12-01,49.845597442716695,0
11,2007-01-01,42.186446795420004,0
11,2007-02-01,85.15178096886234,0
11,2007-03-01,61.75484284535751,0
11,2007-04-01,84.128545601199,0
11,2007-05-01,89.53553722599392,0
11,2007-06-01,53.9762376568857,0
11,2007-07-01,29.196811759719093,0
11,2007-08-01,49.1957999503952,0
11,2007-09-01,42.60200758115903,0
11,2007-10-01,51.362870532414775,0
11,2007-11-01,41.346497747725515,0
11,2007-12-01,37.328054174878446,0
11,2008-01-01,64.90072897788443,0
11,2008-02-01,42.88196168067421,0
11,2008-03-01,60.85892110278391,0
11,2008-04-01,113.24575490172475,0
11,2008-05-01,126.38124599025102,0
11,2008-06-01,47.65943786351568,0
11,2008-07-01,29.588850336302905,0
11,2008-08-01,29.97291897719046,0
11,2008-09-01,52.87041331611525,0
11,2008-10-01,92.03628076752611,0
11,2008-11-01,74.43233677280882,0
11,2008-12-01,79.67526928739926,0
11,2009-01-01,90.47785275537058,0
11,2009-02-01,53.2956304711378,0
11,2009-03-01,43.212114013674935,0
11,2009-04-01,80.82651981829173,0
11,2009-05-01,43.54901327388987,0
11,2009-06-01,40.47615881785812,0
11,2009-07-01,26.0067331246317,0
11,2009-08-01,26.06270631542334,0
11,2009-09-01,42.406901017769115,0
11,2009-10-01,58.38276129436113,0
11,2009-11-01,80.97409934025882,0
11,2009-12-01,156.24747455853534,0
11,2010-01-01,106.14507908125312,0
11,2010-02-01,116.05946697386088,0
11,2010-03-01,82.72074283149716,0
11,2010-04-01,56.15788897878859,0
11,2010-05-01,69.1772691024293,0
11,2010-06-01,73.37997408193542,0
11,2010-07-01,23.17061397958527,0
11,2010-08-01,24.297352082827754,0
11,2010-09-01,44.24239487520909,0
11,2010-10-01,99.01725398946803,0
11,2010-11-01,87.82938028467682,0
11,2010-12-01,108.74526491388,0
11,2011-01-01,59.44181563527244,0
11,2011-02-01,55.26576314586322,0
11,2011-03-01,77.90864032294272,0
11,2011-04-01,58.38000150854243,0
11,2011-05-01,57.5887757481786,0
11,2011-06-01,36.38951950873411,0
11,2011-07-01,39.19010788867153,0
11,2011-08-01,32.734120847254836,0
11,2011-09-01,24.509664100968212,0
11,2011-10-01,55.95936437527991,0
11,2011-11-01,105.6859747697854,0
11,2011-12-01,51.4216958258784,0
11,2012-01-01,30.082371274997364,0
11,2012-02-01,17.88958785864176,0
11,2012-03-01,25.616529198197256,0
11,2012-04-01,113.18249920959043,0
11,2012-05-01,61.78481355131771,0
11,2012-06-01,38.79993820830903,0
11,2012-07-01,24.01706991312522,0
11,2012-08-01,23.201895731647006,0
11,2012-09-01,59.15612333437475,0
11,2012-10-01,102.4692343600182,0
11,2012-11-01,105.15939642995257,0
11,2012-12-01,68.72061001892237,0
11,2013-01-01,97.31939001874449,0
11,2013-02-01,73.35507635049375,0
11,2013-03-01,148.527394318786,0
11,2013-04-01,78.65829944369914,0
11,2013-05-01,73.64515040568617,0
11,2013-06-01,45.154315738872505,0
11,2013-07-01,26.06708551316059,0
11,2013-08-01,29.81276550398598,0
11,2013-09-01,47.50058964278392,0
11,2013-10-01,86.04323335422033,0
11,2013-11-01,75.94107680086034,0
11,2013-12-01,68.31822150223435,0
11,2014-01-01,111.26558580258899,0
11,2014-02-01,107.00490998862264,0
11,2014-03-01,57.213113270456944,0
11,2014-04-01,64.18891625750064,0
11,2014-05-01,50.32503694299051,0
11,2014-06-01,38.73393323442935,0
11,2014-07-01,48.50939851207192,0
11,2014-08-01,39.00693842586208,0
11,2014-09-01,64.65806481392137,0
11,2014-10-01,66.6635668692016,0
11,2014-11-01,139.2737421996938,0
11,2014-12-01,47.79080658782842,0
11,2015-01-01,65.33220414098992,0
11,2015-02-01,66.26708682773747,0
11,2015-03-01,61.22182077433197,0
11,2015-04-01,56.979366557892746,0
11,2015-05-01,29.15880105092583,0
11,2015-06-01,44.558782351478364,0
11,2015-07-01,22.80155923067359,0
11,2015-08-01,49.140903497833605,0
11,2015-09-01,61.5946049534162,0
11,2015-10-01,85.08342034208258,0
11,2015-11-01,52.774022507575594,0
11,2015-12-01,23.69100707314614,0
11,2016-01-01,109.53366910348745,0
11,2016-02-01,99.573184937712,0
11,2016-03-01,70.6590493424438,0
11,2016-04-01,99.17443213692984,0
11,2016-05-01,99.03375563049484,0
11,2016-06-01,33.00260686325488,0
11,2016-07-01,18.544860052320317,0
11,2016-08-01,14.694227019060964,0
11,2016-09-01,33.25716159825106,0
11,2016-10-01,69.20175083575069,0
11,2016-11-01,105.84958952825855,0
11,2016-12-01,44.11167776892158,0
11,2017-01-01,52.97910852154527,0
11,2017-02-01,76.73566525358744,0
11,2017-03-01,74.45808395061947,0
11,2017-04-01,33.11809467179413,0
11,2017-05-01,64.87777654003958,0
11,2017-06-01,44.11332077204181,0
11,2017-07-01,30.5726124284187,0
11,2017-08-01,40.24601902529424,0
11,2017-09-01,30.282968569518957,0
11,2017-10-01,28.547829518261786,0
11,2017-11-01,46.52873115324614,0
11,2017-12-01,78.63630338360198,0
11,2018-01-01,89.12601112070513,0
11,2018-02-01,77.0108566955318,0
11,2018-03-01,161.2990976175467,0
11,2018-04-01,99.58280157900668,0
11,2018-05-01,80.55538516526909,0
11,2018-06-01,65.49414297805843,0
11,2018-07-01,36.876571396129364,0
11,2018-08-01,28.26283969925192,0
11,2018-09-01,31.08838701441641,0
11,2018-10-01,99.18787208338941,0
11,2018-11-01,108.04891584990003,0
11,2018-12-01,40.99829836429764,0
11,2019-01-01,55.53700819673451,0
11,2019-02-01,25.435524240148563,0
11,2019-03-01,31.910607555985827,0
11,2019-04-01,97.900174238348,0
11,2019-05-01,39.96969286077746,0
11,2019-06-01,36.35171088760139,0
11,2019-07-01,31.23847295567566,0
11,2019-08-01,33.823991208399804,0
11,2019-09-01,49.083812016557445,0
11,2019-10-01,87.49129440026019,0
11,2019-11-01,127.39175275491519,0
11,2019-12-01,121.9246278794733,0
11,2020-01-01,66.9696622268064,0
11,2020-02-01,22.109440988152507,0
11,2020-03-01,90.9099681070193,0
11,2020-04-01,102.35171239550698,0
11,2020-05-01,67.82206931211454,0
11,2020-06-01,55.499223873501684,0
11,2020-07-01,14.893524587945645,0
11,2020-08-01,34.44293066543864,0
11,2020-09-01,48.63756310353296,0
11,2020-10-01,91.54471929043115,0
11,2020-11-01,66.74418450301494,0
11,2020-12-01,99.25622538485553,0
11,2021-01-01,90.99792424951536,0
11,2021-02-01,88.88393515182398,0
11,2021-03-01,29.851014100359528,0
11,2021-04-01,68.02286918417174,0
11,2021-05-01,57.56002074155562,0
11,2021-06-01,70.41008571042097,0
11,2021-07-01,31.041050991244465,0
11,2021-08-01,20.450372011129666,0
11,2021-09-01,84.12071362480376,0
11,2021-10-01,67.58138196831285,0
11,2021-11-01,66.8659904730716,0
11,2021-12-01,81.90784390719729,0
11,2022-01-01,26.98147684980917,0
11,2022-02-01,22.484515206805728,0
11,2022-03-01,118.80603546370199,0
11,2022-04-01,82.07889107293502,0
11,2022-05-01,29.9870185978933,0
11,2022-06-01,52.39818606826823,0
11,2022-07-01,15.110299073160663,0
11,2022-08-01,31.273173000024666,0
11,2022-09-01,60.496065862370756,0
11,2022-10-01,69.86112400062342,0
11,2022-11-01,84.65354798008175,0
11,2022-12-01,118.64130287979262,0
11,2023-01-01,72.53909629273025,0
11,2023-02-01,25.580007768422842,0
11,2023-03-01,42.72350547323412,0
11,2023-04-01,31.446325138007825,0
11,2023-05-01,71.32291592476847,0
11,2023-06-01,79.88188450368708,0
11,2023-07-01,22.26789357565635,0
11,2023-08-01,24.031641204073374,0
11,2023-09-01,70.38827651516965,0
11,2023-10-01,120.76560865495351,0
11,2023-11-01,89.91334950892066,0
11,2023-12-01,57.01856700268782,0
