time,lat,lon,SPEI3
2009-07-01 06:00:00,40.5,-3.75,-1.45074569351944
2010-05-01 06:00:00,40.5,-3.75,0.6458684847537358
2010-06-01 06:00:00,40.5,-3.75,0.9018563617136487
2010-07-01 06:00:00,40.5,-3.75,0.4331307815812531
2011-05-01 06:00:00,40.5,-3.75,0.9876125101184756
2011-06-01 06:00:00,40.5,-3.75,0.489305669281037
2011-07-01 06:00:00,40.5,-3.75,0.3384139095668263
2012-05-01 06:00:00,40.5,-3.75,-0.8013713438062383
2012-06-01 06:00:00,40.5,-3.75,-0.7851236869889092
2012-07-01 06:00:00,40.5,-3.75,-1.622037777625532
2013-05-01 06:00:00,40.5,-3.75,1.257017363262428
2013-06-01 06:00:00,40.5,-3.75,0.44313361341983937
2013-07-01 06:00:00,40.5,-3.75,0.23822952632875777
2014-05-01 06:00:00,40.5,-3.75,-0.8124230553195007
2014-06-01 06:00:00,40.5,-3.75,-0.8555520274649254
2014-07-01 06:00:00,40.5,-3.75,-0.29762182045273317
2015-05-01 06:00:00,40.5,-3.75,-1.2034953358232365
2015-06-01 06:00:00,40.5,-3.75,-1.588325591536253
2015-07-01 06:00:00,40.5,-3.75,-1.638306336284026
2016-05-01 06:00:00,40.5,-3.75,1.0521314517221154
2016-06-01 06:00:00,40.5,-3.75,0.9733353553046329
2016-07-01 06:00:00,40.5,-3.75,0.30539068550492127
2017-05-01 06:00:00,40.5,-3.75,-1.2777740308528225
2017-06-01 06:00:00,40.5,-3.75,-1.6300502202302845
2017-07-01 06:00:00,40.5,-3.75,-0.18237776777711281
2018-05-01 06:00:00,40.5,-3.75,1.175686715262533
2018-06-01 06:00:00,40.5,-3.75,0.8448547602406298
2018-07-01 06:00:00,40.5,-3.75,0.5785307191018974
2019-05-01 06:00:00,40.5,-3.75,-0.6924553408501201
2019-06-01 06:00:00,40.5,-3.75,-0.6264429127877567
2019-07-01 06:00:00,40.5,-3.75,-1.8471160514868825
2020-05-01 06:00:00,40.5,-3.75,0.8868449575749435
2020-06-01 06:00:00,40.5,-3.75,0.49269392655838784
2020-07-01 06:00:00,40.5,-3.75,-0.44331293017437196
2021-05-01 06:00:00,40.5,-3.75,-0.2324869713187321
2021-06-01 06:00:00,40.5,-3.75,0.39228162592335
2021-07-01 06:00:00,40.5,-3.75,-0.14516514700905495
2022-05-01 06:00:00,40.5,-3.75,0.9082673898294072
2022-06-01 06:00:00,40.5,-3.75,-1.102821716948708
2022-07-01 06:00:00,40.5,-3.75,-2.1735927343222112
2023-05-01 06:00:00,40.5,-3.75,-2.0263536101236554
2023-06-01 06:00:00,40.5,-3.75,-0.4304466660727573
2023-07-01 06:00:00,40.5,-3.75,0.31826425492378335
2024-05-01 06:00:00,40.5,-3.75,0.03521161919482751
2024-06-01 06:00:00,40.5,-3.75,-0.3879151342329485
2024-07-01 06:00:00,40.5,-3.75,-0.0020222413639779703
2025-05-01 06:00:00,40.5,-3.75,2.211282193674185
2025-06-01 06:00:00,40.5,-3.75,0.7440073380096321
2025-07-01 06:00:00,40.5,-3.75,0.14021957970377397
