time,lat,lon,SPI3
2009-07-01 06:00:00,40.5,-3.75,-0.9543470712298051
2010-05-01 06:00:00,40.5,-3.75,0.4490980027623242
2010-06-01 06:00:00,40.5,-3.75,0.8420666027998124
2010-07-01 06:00:00,40.5,-3.75,0.44586555333557176
2011-05-01 06:00:00,40.5,-3.75,1.4231961296872924
2011-06-01 06:00:00,40.5,-3.75,0.8061200149095464
2011-07-01 06:00:00,40.5,-3.75,0.42572883334635836
2012-05-01 06:00:00,40.5,-3.75,-0.9209788320866933
2012-06-01 06:00:00,40.5,-3.75,-0.4244821097753846
2012-07-01 06:00:00,40.5,-3.75,-1.4330440063525929
2013-05-01 06:00:00,40.5,-3.75,1.2709960180686684
2013-06-01 06:00:00,40.5,-3.75,0.1315279809558201
2013-07-01 06:00:00,40.5,-3.75,-0.28199960003637714
2014-05-01 06:00:00,40.5,-3.75,-0.7878861470447106
2014-06-01 06:00:00,40.5,-3.75,-0.49699107478462523
2014-07-01 06:00:00,40.5,-3.75,-0.5280988061576503
2015-05-01 06:00:00,40.5,-3.75,-1.0022838067409727
2015-06-01 06:00:00,40.5,-3.75,-1.5537714104911777
2015-07-01 06:00:00,40.5,-3.75,-0.7807438639854991
2016-05-01 06:00:00,40.5,-3.75,1.1031114300789029
2016-06-01 06:00:00,40.5,-3.75,1.086820569105986
2016-07-01 06:00:00,40.5,-3.75,0.5635521679290533
2017-05-01 06:00:00,40.5,-3.75,-1.0403887288270939
2017-06-01 06:00:00,40.5,-3.75,-0.7793691990726552
2017-07-01 06:00:00,40.5,-3.75,0.8068158738444206
2018-05-01 06:00:00,40.5,-3.75,1.4943445111473093
2018-06-01 06:00:00,40.5,-3.75,0.7159970589955879
2018-07-01 06:00:00,40.5,-3.75,0.29509588086433675
2019-05-01 06:00:00,40.5,-3.75,-0.4115716800826378
2019-06-01 06:00:00,40.5,-3.75,0.10910596938665029
2019-07-01 06:00:00,40.5,-3.75,-2.2433683331439798
2020-05-01 06:00:00,40.5,-3.75,1.2061008466126222
2020-06-01 06:00:00,40.5,-3.75,0.6801294556295812
2020-07-01 06:00:00,40.5,-3.75,-0.18112936496351037
2021-05-01 06:00:00,40.5,-3.75,-0.6714583355059117
2021-06-01 06:00:00,40.5,-3.75,0.3541209511339077
2021-07-01 06:00:00,40.5,-3.75,-0.35980400109993393
2022-05-01 06:00:00,40.5,-3.75,1.445354848001812
2022-06-01 06:00:00,40.5,-3.75,-0.7518170583359811
2022-07-01 06:00:00,40.5,-3.75,-1.8629542684291323
2023-05-01 06:00:00,40.5,-3.75,-1.2935386930702348
2023-06-01 06:00:00,40.5,-3.75,0.058125134893119795
2023-07-01 06:00:00,40.5,-3.75,0.811072085555323
2024-05-01 06:00:00,40.5,-3.75,0.1730893970390211
2024-06-01 06:00:00,40.5,-3.75,-0.426201472940777
2024-07-01 06:00:00,40.5,-3.75,0.28263360295963724
2025-05-01 06:00:00,40.5,-3.75,3.847001810476375
2025-06-01 06:00:00,40.5,-3.75,1.1124623705067138
2025-07-01 06:00:00,40.5,-3.75,0.574282045851706
