time,bnds,lat,lon,time_bnds,lat_bnds,lon_bnds,pr
2015-01-16 12:00:00,0.5,40.1029793042494,-3.75,2015-01-16 12:00:00,40.10297871703475,-3.75,2.624627e-06
2015-02-15 00:00:00,0.5,40.1029793042494,-3.75,2015-02-15 00:00:00,40.10297871703475,-3.75,1.5768353e-05
2015-03-16 12:00:00,0.5,40.1029793042494,-3.75,2015-03-16 12:00:00,40.10297871703475,-3.75,2.1818065e-05
2015-04-16 00:00:00,0.5,40.1029793042494,-3.75,2015-04-16 00:00:00,40.10297871703475,-3.75,5.314751e-05
2015-05-16 12:00:00,0.5,40.1029793042494,-3.75,2015-05-16 12:00:00,40.10297871703475,-3.75,1.4160483e-05
2015-06-16 00:00:00,0.5,40.1029793042494,-3.75,2015-06-16 00:00:00,40.10297871703475,-3.75,2.2755281e-05
2015-07-16 12:00:00,0.5,40.1029793042494,-3.75,2015-07-16 12:00:00,40.10297871703475,-3.75,6.3786865e-07
2015-08-16 12:00:00,0.5,40.1029793042494,-3.75,2015-08-16 12:00:00,40.10297871703475,-3.75,1.4739489e-06
2015-09-16 00:00:00,0.5,40.1029793042494,-3.75,2015-09-16 00:00:00,40.10297871703475,-3.75,8.770541e-06
2015-10-16 12:00:00,0.5,40.1029793042494,-3.75,2015-10-16 12:00:00,40.10297871703475,-3.75,4.0645114e-05
2015-11-16 00:00:00,0.5,40.1029793042494,-3.75,2015-11-16 00:00:00,40.10297871703475,-3.75,3.8925587e-05
2015-12-16 12:00:00,0.5,40.1029793042494,-3.75,2015-12-16 12:00:00,40.10297871703475,-3.75,1.6190606e-05
2016-01-16 12:00:00,0.5,40.1029793042494,-3.75,2016-01-16 12:00:00,40.10297871703475,-3.75,4.6312765e-05
2016-02-15 12:00:00,0.5,40.1029793042494,-3.75,2016-02-15 12:00:00,40.10297871703475,-3.75,1.9915387e-05
2016-03-16 12:00:00,0.5,40.1029793042494,-3.75,2016-03-16 12:00:00,40.10297871703475,-3.75,3.5544726e-05
2016-04-16 00:00:00,0.5,40.1029793042494,-3.75,2016-04-16 00:00:00,40.10297871703475,-3.75,2.1279426e-05
2016-05-16 12:00:00,0.5,40.1029793042494,-3.75,2016-05-16 12:00:00,40.10297871703475,-3.75,5.8296573e-06
2016-06-16 00:00:00,0.5,40.1029793042494,-3.75,2016-06-16 00:00:00,40.10297871703475,-3.75,3.8722937e-06
2016-07-16 12:00:00,0.5,40.1029793042494,-3.75,2016-07-16 12:00:00,40.10297871703475,-3.75,1.0978518e-05
2016-08-16 12:00:00,0.5,40.1029793042494,-3.75,2016-08-16 12:00:00,40.10297871703475,-3.75,2.4812034e-06
2016-09-16 00:00:00,0.5,40.1029793042494,-3.75,2016-09-16 00:00:00,40.10297871703475,-3.75,1.6974707e-05
2016-10-16 12:00:00,0.5,40.1029793042494,-3.75,2016-10-16 12:00:00,40.10297871703475,-3.75,5.485388e-06
2016-11-16 00:00:00,0.5,40.1029793042494,-3.75,2016-11-16 00:00:00,40.10297871703475,-3.75,5.8847465e-05
2016-12-16 12:00:00,0.5,40.1029793042494,-3.75,2016-12-16 12:00:00,40.10297871703475,-3.75,2.009359e-05
2017-01-16 12:00:00,0.5,40.1029793042494,-3.75,2017-01-16 12:00:00,40.10297871703475,-3.75,5.267621e-05
2017-02-15 00:00:00,0.5,40.1029793042494,-3.75,2017-02-15 00:00:00,40.10297871703475,-3.75,4.2934364e-05
2017-03-16 12:00:00,0.5,40.1029793042494,-3.75,2017-03-16 12:00:00,40.10297871703475,-3.75,1.563286e-05
2017-04-16 00:00:00,0.5,40.1029793042494,-3.75,2017-04-16 00:00:00,40.10297871703475,-3.75,5.0780072e-06
2017-05-16 12:00:00,0.5,40.1029793042494,-3.75,2017-05-16 12:00:00,40.10297871703475,-3.75,5.064401e-06
2017-06-16 00:00:00,0.5,40.1029793042494,-3.75,2017-06-16 00:00:00,40.10297871703475,-3.75,4.724822e-05
2017-07-16 12:00:00,0.5,40.1029793042494,-3.75,2017-07-16 12:00:00,40.10297871703475,-3.75,5.239126e-07
2017-08-16 12:00:00,0.5,40.1029793042494,-3.75,2017-08-16 12:00:00,40.10297871703475,-3.75,3.600144e-08
2017-09-16 00:00:00,0.5,40.1029793042494,-3.75,2017-09-16 00:00:00,40.10297871703475,-3.75,2.6843903e-05
2017-10-16 12:00:00,0.5,40.1029793042494,-3.75,2017-10-16 12:00:00,40.10297871703475,-3.75,1.6177699e-05
2017-11-16 00:00:00,0.5,40.1029793042494,-3.75,2017-11-16 00:00:00,40.10297871703475,-3.75,3.86178e-05
2017-12-16 12:00:00,0.5,40.1029793042494,-3.75,2017-12-16 12:00:00,40.10297871703475,-3.75,1.1007694e-05
2018-01-16 12:00:00,0.5,40.1029793042494,-3.75,2018-01-16 12:00:00,40.10297871703475,-3.75,1.8411782e-05
2018-02-15 00:00:00,0.5,40.1029793042494,-3.75,2018-02-15 00:00:00,40.10297871703475,-3.75,4.3939115e-05
2018-03-16 12:00:00,0.5,40.1029793042494,-3.75,2018-03-16 12:00:00,40.10297871703475,-3.75,2.497858e-05
2018-04-16 00:00:00,0.5,40.1029793042494,-3.75,2018-04-16 00:00:00,40.10297871703475,-3.75,4.1476524e-05
2018-05-16 12:00:00,0.5,40.1029793042494,-3.75,2018-05-16 12:00:00,40.10297871703475,-3.75,9.658092e-06
2018-06-16 00:00:00,0.5,40.1029793042494,-3.75,2018-06-16 00:00:00,40.10297871703475,-3.75,1.512772e-05
2018-07-16 12:00:00,0.5,40.1029793042494,-3.75,2018-07-16 12:00:00,40.10297871703475,-3.75,1.5177779e-05
2018-08-16 12:00:00,0.5,40.1029793042494,-3.75,2018-08-16 12:00:00,40.10297871703475,-3.75,5.1430543e-06
2018-09-16 00:00:00,0.5,40.1029793042494,-3.75,2018-09-16 00:00:00,40.10297871703475,-3.75,2.8811875e-05
2018-10-16 12:00:00,0.5,40.1029793042494,-3.75,2018-10-16 12:00:00,40.10297871703475,-3.75,7.145194e-06
2018-11-16 00:00:00,0.5,40.1029793042494,-3.75,2018-11-16 00:00:00,40.10297871703475,-3.75,2.0245367e-05
2018-12-16 12:00:00,0.5,40.1029793042494,-3.75,2018-12-16 12:00:00,40.10297871703475,-3.75,7.700481e-06
2019-01-16 12:00:00,0.5,40.1029793042494,-3.75,2019-01-16 12:00:00,40.10297871703475,-3.75,5.6772245e-05
2019-02-15 00:00:00,0.5,40.1029793042494,-3.75,2019-02-15 00:00:00,40.10297871703475,-3.75,7.208409e-05
2019-03-16 12:00:00,0.5,40.1029793042494,-3.75,2019-03-16 12:00:00,40.10297871703475,-3.75,1.9267347e-05
2019-04-16 00:00:00,0.5,40.1029793042494,-3.75,2019-04-16 00:00:00,40.10297871703475,-3.75,3.2379714e-05
2019-05-16 12:00:00,0.5,40.1029793042494,-3.75,2019-05-16 12:00:00,40.10297871703475,-3.75,2.0628519e-05
2019-06-16 00:00:00,0.5,40.1029793042494,-3.75,2019-06-16 00:00:00,40.10297871703475,-3.75,1.977924e-05
2019-07-16 12:00:00,0.5,40.1029793042494,-3.75,2019-07-16 12:00:00,40.10297871703475,-3.75,6.968912e-08
2019-08-16 12:00:00,0.5,40.1029793042494,-3.75,2019-08-16 12:00:00,40.10297871703475,-3.75,1.0230142e-06
2019-09-16 00:00:00,0.5,40.1029793042494,-3.75,2019-09-16 00:00:00,40.10297871703475,-3.75,1.0128992e-05
2019-10-16 12:00:00,0.5,40.1029793042494,-3.75,2019-10-16 12:00:00,40.10297871703475,-3.75,3.6301062e-05
2019-11-16 00:00:00,0.5,40.1029793042494,-3.75,2019-11-16 00:00:00,40.10297871703475,-3.75,1.6321763e-05
2019-12-16 12:00:00,0.5,40.1029793042494,-3.75,2019-12-16 12:00:00,40.10297871703475,-3.75,1.18036405e-05
2020-01-16 12:00:00,0.5,40.1029793042494,-3.75,2020-01-16 12:00:00,40.10297871703475,-3.75,6.180238e-05
2020-02-15 12:00:00,0.5,40.1029793042494,-3.75,2020-02-15 12:00:00,40.10297871703475,-3.75,2.6350011e-05
2020-03-16 12:00:00,0.5,40.1029793042494,-3.75,2020-03-16 12:00:00,40.10297871703475,-3.75,2.1097061e-05
2020-04-16 00:00:00,0.5,40.1029793042494,-3.75,2020-04-16 00:00:00,40.10297871703475,-3.75,3.2155804e-05
2020-05-16 12:00:00,0.5,40.1029793042494,-3.75,2020-05-16 12:00:00,40.10297871703475,-3.75,1.9744592e-05
2020-06-16 00:00:00,0.5,40.1029793042494,-3.75,2020-06-16 00:00:00,40.10297871703475,-3.75,4.0880986e-06
2020-07-16 12:00:00,0.5,40.1029793042494,-3.75,2020-07-16 12:00:00,40.10297871703475,-3.75,3.585883e-07
2020-08-16 12:00:00,0.5,40.1029793042494,-3.75,2020-08-16 12:00:00,40.10297871703475,-3.75,1.3696263e-07
2020-09-16 00:00:00,0.5,40.1029793042494,-3.75,2020-09-16 00:00:00,40.10297871703475,-3.75,4.2369065e-06
2020-10-16 12:00:00,0.5,40.1029793042494,-3.75,2020-10-16 12:00:00,40.10297871703475,-3.75,2.2000459e-05
2020-11-16 00:00:00,0.5,40.1029793042494,-3.75,2020-11-16 00:00:00,40.10297871703475,-3.75,3.5347868e-05
2020-12-16 12:00:00,0.5,40.1029793042494,-3.75,2020-12-16 12:00:00,40.10297871703475,-3.75,3.895632e-05
2021-01-16 12:00:00,0.5,40.1029793042494,-3.75,2021-01-16 12:00:00,40.10297871703475,-3.75,1.3085708e-05
2021-02-15 00:00:00,0.5,40.1029793042494,-3.75,2021-02-15 00:00:00,40.10297871703475,-3.75,3.211812e-05
2021-03-16 12:00:00,0.5,40.1029793042494,-3.75,2021-03-16 12:00:00,40.10297871703475,-3.75,1.2628647e-05
2021-04-16 00:00:00,0.5,40.1029793042494,-3.75,2021-04-16 00:00:00,40.10297871703475,-3.75,1.8690444e-05
2021-05-16 12:00:00,0.5,40.1029793042494,-3.75,2021-05-16 12:00:00,40.10297871703475,-3.75,1.652792e-05
2021-06-16 00:00:00,0.5,40.1029793042494,-3.75,2021-06-16 00:00:00,40.10297871703475,-3.75,2.7832284e-06
2021-07-16 12:00:00,0.5,40.1029793042494,-3.75,2021-07-16 12:00:00,40.10297871703475,-3.75,1.5750993e-07
2021-08-16 12:00:00,0.5,40.1029793042494,-3.75,2021-08-16 12:00:00,40.10297871703475,-3.75,1.6681006e-06
2021-09-16 00:00:00,0.5,40.1029793042494,-3.75,2021-09-16 00:00:00,40.10297871703475,-3.75,4.757574e-06
2021-10-16 12:00:00,0.5,40.1029793042494,-3.75,2021-10-16 12:00:00,40.10297871703475,-3.75,2.626056e-05
2021-11-16 00:00:00,0.5,40.1029793042494,-3.75,2021-11-16 00:00:00,40.10297871703475,-3.75,2.3238987e-05
2021-12-16 12:00:00,0.5,40.1029793042494,-3.75,2021-12-16 12:00:00,40.10297871703475,-3.75,3.845751e-06
2022-01-16 12:00:00,0.5,40.1029793042494,-3.75,2022-01-16 12:00:00,40.10297871703475,-3.75,2.5486894e-05
2022-02-15 00:00:00,0.5,40.1029793042494,-3.75,2022-02-15 00:00:00,40.10297871703475,-3.75,1.5696882e-05
2022-03-16 12:00:00,0.5,40.1029793042494,-3.75,2022-03-16 12:00:00,40.10297871703475,-3.75,2.0391162e-05
2022-04-16 00:00:00,0.5,40.1029793042494,-3.75,2022-04-16 00:00:00,40.10297871703475,-3.75,4.5831956e-05
2022-05-16 12:00:00,0.5,40.1029793042494,-3.75,2022-05-16 12:00:00,40.10297871703475,-3.75,6.6943903e-06
2022-06-16 00:00:00,0.5,40.1029793042494,-3.75,2022-06-16 00:00:00,40.10297871703475,-3.75,3.7868158e-06
2022-07-16 12:00:00,0.5,40.1029793042494,-3.75,2022-07-16 12:00:00,40.10297871703475,-3.75,1.8371938e-06
2022-08-16 12:00:00,0.5,40.1029793042494,-3.75,2022-08-16 12:00:00,40.10297871703475,-3.75,5.5476266e-07
